1	4627121.585	8545351.559	0.000
2	4627110.143	8545351.623	0.000
3	4627097.689	8545349.651	0.000
4	4627085.229	8545346.699	0.000
5	4627072.987	8545342.848	0.000
6	4627060.968	8545339.321	0.000
7	4627048.948	8545335.469	0.000
8	4627036.704	8545331.372	0.000
9	4627024.354	8545328.011	0.000
10	4627012.005	8545325.059	0.000
11	4626999.765	8545321.615	0.000
12	4626987.632	8545317.355	0.000
13	4626974.949	8545314.241	0.000
14	4626962.930	8545310.551	0.000
15	4626950.800	8545306.944	0.000
16	4626938.341	8545304.074	0.000
17	4626925.993	8545301.284	0.000
18	4626913.863	8545297.677	0.000
19	4626901.509	8545293.663	0.000
20	4626889.710	8545289.564	0.000
21	4626878.017	8545284.729	0.000
22	4626866.104	8545280.222	0.000
23	4626854.081	8545275.716	0.000
24	4626842.165	8545270.637	0.000
25	4626830.250	8545265.803	0.000
26	4626818.446	8545260.806	0.000
27	4626806.972	8545255.398	0.000
28	4626795.722	8545250.152	0.000
29	4626784.585	8545245.232	0.000
30	4626773.334	8545239.823	0.000
31	4626761.636	8545233.927	0.000
32	4626749.644	8545235.219	0.000
33	4626742.701	8545245.303	0.000
34	4626744.321	8545256.810	0.000
35	4626754.689	8545263.204	0.000
36	4626766.934	8545267.546	0.000
37	4626779.176	8545271.397	0.000
38	4626791.087	8545275.496	0.000
39	4626802.999	8545280.003	0.000
40	4626815.244	8545284.263	0.000
41	4626827.374	8545287.952	0.000
42	4626839.397	8545292.295	0.000
43	4626851.201	8545297.211	0.000
44	4626862.787	8545302.781	0.000
45	4626874.592	8545307.942	0.000
46	4626886.615	8545312.285	0.000
47	4626898.972	8545316.790	0.000
48	4626911.329	8545321.294	0.000
49	4626923.684	8545325.472	0.000
50	4626936.150	8545329.485	0.000
51	4626948.726	8545333.335	0.000
52	4626961.191	8545337.349	0.000
53	4626973.767	8545341.280	0.000
54	4626986.118	8545344.723	0.000
55	4626998.583	8545348.573	0.000
56	4627011.047	8545352.341	0.000
57	4627023.729	8545355.292	0.000
58	4627036.302	8545358.652	0.000
59	4627048.877	8545362.338	0.000
60	4627061.452	8545366.106	0.000
61	4627074.027	8545369.792	0.000
62	4627086.711	8545373.151	0.000
63	4627099.504	8545376.183	0.000
64	4627112.296	8545379.051	0.000
65	4627124.195	8545381.108	0.000
66	4627128.251	8545391.130	0.000
67	4627130.097	8545403.288	0.000
68	4627124.363	8545410.915	0.000
69	4627113.137	8545410.162	0.000
70	4627101.342	8545406.716	0.000
71	4627089.320	8545402.619	0.000
72	4627077.311	8545400.726	0.000
73	4627065.625	8545397.116	0.000
74	4627054.265	8545392.035	0.000
75	4627042.800	8545388.261	0.000
76	4627031.334	8545384.160	0.000
77	4627018.764	8545381.290	0.000
78	4627006.629	8545376.703	0.000
79	4626994.491	8545371.790	0.000
80	4626982.361	8545368.101	0.000
81	4626970.894	8545363.755	0.000
82	4626959.424	8545359.083	0.000
83	4626947.732	8545354.248	0.000
84	4626936.043	8545350.067	0.000
85	4626924.353	8545345.722	0.000
86	4626912.664	8545341.459	0.000
87	4626900.754	8545337.360	0.000
88	4626888.510	8545333.264	0.000
89	4626876.154	8545329.004	0.000
90	4626863.910	8545324.826	0.000
91	4626851.665	8545320.566	0.000
92	4626839.533	8545316.551	0.000
93	4626827.620	8545312.044	0.000
94	4626815.709	8545307.700	0.000
95	4626803.907	8545303.274	0.000
96	4626792.327	8545298.602	0.000
97	4626780.742	8545293.113	0.000
98	4626768.278	8545289.263	0.000
99	4626758.087	8545294.710	0.000
100	4626756.594	8545305.826	0.000
101	4626764.974	8545314.354	0.000
102	4626777.097	8545316.737	0.000
103	4626789.558	8545319.934	0.000
104	4626801.689	8545323.704	0.000
105	4626813.929	8545327.229	0.000
106	4626825.951	8545331.409	0.000
107	4626837.641	8545335.754	0.000
108	4626849.224	8545340.834	0.000
109	4626861.138	8545345.586	0.000
110	4626873.160	8545349.765	0.000
111	4626885.405	8545354.189	0.000
112	4626897.429	8545358.695	0.000
113	4626909.675	8545363.200	0.000
114	4626921.808	8545367.215	0.000
115	4626933.829	8545371.231	0.000
