1,4635345.312,9582071.340,-0.11
2,4635337.626,9582071.266,-0.07
3,4635329.718,9582071.442,-0.07
4,4635323.731,9582070.989,-0.14
5,4635320.233,9582071.217,-0.07
6,4635316.680,9582074.532,-0.17
7,4635320.781,9582076.261,-0.17
8,4635328.464,9582074.078,-0.20
9,4635336.358,9582071.722,-0.32
10,4635343.849,9582068.349,-0.23
11,4635350.080,9582064.748,-0.17
12,4635355.052,9582062.961,-0.04
13,4635359.405,9582063.113,-0.07
14,4635364.194,9582063.324,-0.07
15,4635367.608,9582062.263,-0.20
16,4635371.811,9582063.127,-0.07
17,4635376.295,9582065.960,-0.20
18,4635379.656,9582068.382,-0.07
19,4635382.253,9582068.257,-0.11
20,4635384.123,9582065.348,-0.11
21,4635382.037,9582066.322,-0.01
22,4635379.103,9582069.168,-0.23
23,4635376.682,9582071.377,-0.14
24,4635373.230,9582073.461,-0.07
25,4635369.878,9582075.578,-0.11
26,4635366.669,9582078.224,-0.07
27,4635363.406,9582078.863,-0.17
28,4635361.137,9582080.591,-0.17
29,4635361.442,9582084.583,-0.29
30,4635365.669,9582085.185,-0.20
31,4635370.386,9582083.127,-0.14
32,4635375.000,9582079.542,-0.11
33,4635381.047,9582075.136,-0.14
34,4635385.822,9582070.680,-0.07
35,4635388.836,9582066.400,-0.04
36,4635392.240,9582060.836,-0.17
37,4635395.420,9582054.932,0.02
38,4635398.550,9582050.448,0.05
39,4635400.156,9582046.106,-0.04
40,4635399.707,9582042.421,-0.07
41,4635401.391,9582039.221,-0.04
42,4635403.757,9582035.836,0.08
43,4635403.249,9582029.727,0.02
44,4635402.222,9582021.808,0.05
45,4635403.941,9582014.647,-0.04
46,4635406.466,9582007.369,0.14
47,4635410.828,9582001.396,0.20
48,4635419.042,9581997.978,0.23
49,4635426.766,9581994.264,0.26
50,4635432.485,9581990.595,0.26
51,4635438.721,9581988.385,0.38
52,4635446.434,9581984.753,0.35
53,4635453.886,9581980.547,0.41
54,4635458.499,9581974.861,0.44
55,4635463.062,9581968.774,0.50
56,4635469.446,9581965.505,0.63
57,4635474.288,9581962.733,0.66
58,4635478.331,9581959.928,0.66
59,4635484.474,9581958.946,0.69
60,4635490.844,9581957.461,0.72
61,4635496.660,9581956.677,0.78
62,4635500.223,9581955.357,0.93
63,4635502.046,9581951.228,1.05
64,4635500.867,9581953.822,1.30
65,4635496.558,9581959.791,1.51
66,4635490.511,9581965.823,1.60
67,4635482.586,9581969.440,1.39
68,4635474.859,9581971.967,1.02
69,4635467.413,9581974.379,0.90
70,4635460.122,9581978.635,0.81
71,4635453.753,9581984.134,0.75
72,4635447.207,9581989.663,0.69
73,4635441.043,9581996.837,0.66
74,4635433.469,9582003.018,0.53
75,4635424.491,9582008.134,0.53
76,4635415.600,9582011.363,0.41
77,4635407.566,9582014.469,0.41
78,4635399.699,9582019.805,0.29
79,4635391.242,9582024.435,0.32
80,4635381.865,9582028.710,0.26
81,4635372.161,9582033.463,0.08
82,4635364.754,9582038.105,0.11
83,4635357.025,9582042.692,0.08
84,4635347.568,9582047.167,-0.04
85,4635339.986,9582053.060,-0.07
86,4635332.507,9582059.210,-0.11
87,4635323.397,9582063.627,-0.07
88,4635315.689,9582069.350,-0.23
89,4635307.959,9582075.273,-0.20
90,4635300.300,9582079.998,-0.14
91,4635292.763,9582084.920,-0.41
92,4635283.785,9582089.772,-0.32
93,4635276.475,9582094.447,-0.20
94,4635268.918,9582099.800,-0.41
95,4635258.967,9582105.498,-0.26
96,4635251.203,9582110.442,-0.32
97,4635243.948,9582115.408,-0.41
98,4635234.794,9582119.090,-0.50
99,4635225.695,9582122.074,-0.38
100,4635217.564,9582126.466,-0.53
101,4635209.830,9582132.672,-0.47
102,4635202.783,9582138.701,-0.50
103,4635195.162,9582143.268,-0.56
104,4635185.690,9582147.825,-0.56
105,4635177.980,9582152.298,-0.56
106,4635170.116,9582157.222,-0.50
